"seqnames"	"start"	"end"	"width"	"strand"	"block_mean"	"block_sum"	"L"	"PC"	"imp"
"chr2.909"	"chr2"	74148342	74148457	116	"*"	186.625	2986	16	0.31998674001829	0.0855263157894737
"chr2.915"	"chr2"	74415344	74415422	79	"*"	156.7	1567	10	0.144952808285626	0.0526315789473684
"chr2.916"	"chr2"	74418496	74418617	122	"*"	220.04	5501	25	0.870960983029184	0.0757894736842105
"chr2.918"	"chr2"	74442235	74442447	213	"*"	196.368421052632	3731	19	0.150761821943592	0.121883656509695
"chr2.928"	"chr2"	74499782	74499906	125	"*"	145.25	2905	20	0.0991124148540944	0.192105263157895
"chr2.932"	"chr2"	74515816	74516409	594	"*"	146.462962962963	7909	54	0.0795007313696145	0.15692007797271
"chr2.933"	"chr2"	74526154	74526232	79	"*"	387.3	3873	10	0.545830997505035	0.00526315789473684
"chr2.934"	"chr2"	74526762	74527116	355	"*"	225.8	3387	15	0.941258465167632	0.0982456140350877
"chr2.938"	"chr2"	74549688	74549770	83	"*"	194.5	4279	22	0.0981296865519805	0.0909090909090909
"chr2.940"	"chr2"	74648074	74648434	361	"*"	164.094339622642	8697	53	0.308296119664083	0.117179741807349
"chr2.948"	"chr2"	75561083	75561448	366	"*"	149.409090909091	3287	22	0.0568982434303266	0.133971291866029
"chr2.952"	"chr2"	75711634	75711780	147	"*"	244.347826086957	5620	23	0.957026700845309	0.0778032036613272
"chr2.953"	"chr2"	75872051	75872336	286	"*"	398.583333333333	9566	24	0.868874761197702	0.0307017543859649
"chr2.954"	"chr2"	76697552	76697797	246	"*"	253.774193548387	7867	31	0.840116729238654	0.0254668930390492
"chr2.955"	"chr2"	76698273	76698451	179	"*"	264.535714285714	7407	28	0.904348036786377	0.0394736842105263
"chr2.956"	"chr2"	77590629	77590722	94	"*"	268	3216	12	0.926467185989182	0.0263157894736842
"chr2.957"	"chr2"	77733877	77734278	402	"*"	282.1	8463	30	0.820907800374832	0.0280701754385965
"chr2.958"	"chr2"	77954956	77955145	190	"*"	147.266666666667	2209	15	0.816064455585993	0.143859649122807
"chr2.959"	"chr2"	78546868	78547111	244	"*"	246.636363636364	5426	22	0.828268999253231	0.0430622009569378
"chr2.960"	"chr2"	78779090	78779231	142	"*"	169.12	4228	25	0.92261662906576	0.141052631578947
"chr2.961"	"chr2"	78992956	78993492	537	"*"	170.879310344828	9911	58	0.0472646924800571	0.103448275862069
"chr2.962"	"chr2"	79858061	79858137	77	"*"	190.375	3046	16	0.930434759377346	0.0559210526315789
"chr2.963"	"chr2"	79874155	79874324	170	"*"	357	9996	28	0.890893598488285	0.0225563909774436
"chr2.964"	"chr2"	79909695	79909849	155	"*"	217.25	5214	24	0.917852352855433	0.138157894736842
"chr2.965"	"chr2"	80302070	80302423	354	"*"	232.294117647059	3949	17	0.466067391421219	0.105263157894737
"chr2.966"	"chr2"	80302422	80302613	192	"*"	189.647058823529	3224	17	0.179147414223078	0.0773993808049536
"chr2.967"	"chr2"	80302763	80303869	1107	"*"	244.37037037037	32990	135	0.0696328844664299	0.053411306042885
"chr2.968"	"chr2"	80304306	80304752	447	"*"	297.457627118644	17550	59	0.0328339742467203	0.0365744870651204
"chr2.969"	"chr2"	80322394	80323109	716	"*"	286.064935064935	22027	77	0.286920537297592	0.0464798359535202
"chr2.970"	"chr2"	80324256	80324438	183	"*"	293.888888888889	5290	18	0.580908917171007	0.0497076023391813
"chr2.971"	"chr2"	80871652	80871910	259	"*"	323.347826086957	7437	23	0.841819136448122	0.0160183066361556
"chr2.972"	"chr2"	81194483	81194791	309	"*"	288.41935483871	8941	31	0.910908311768384	0.0509337860780985
"chr2.973"	"chr2"	81467060	81467542	483	"*"	292.984126984127	18458	63	0.908401896041323	0.0534670008354219
"chr2.974"	"chr2"	81985226	81985386	161	"*"	343.454545454545	7556	22	0.891653718768853	0.0215311004784689
"chr2.975"	"chr2"	82325222	82325659	438	"*"	213.536585365854	8755	41	0.901390155102137	0.0706033376123235
"chr2.976"	"chr2"	82326342	82326601	260	"*"	289.25	12727	44	0.907985204377021	0.041866028708134
"chr2.977"	"chr2"	82938545	82938820	276	"*"	219.176470588235	11178	51	0.918138261620525	0.0928792569659443
"chr2.978"	"chr2"	83101759	83102164	406	"*"	389.190476190476	8173	21	0.819199492300461	0.0175438596491228
"chr2.979"	"chr2"	83181072	83181287	216	"*"	376.789473684211	7159	19	0.873635375937215	0.0277008310249307
"chr2.980"	"chr2"	83181975	83182225	251	"*"	304.04347826087	6993	23	0.853192286577534	0.0480549199084668
"chr2.982"	"chr2"	83518048	83518409	362	"*"	216.032786885246	13178	61	0.930524367532189	0.139775668679896
"chr2.983"	"chr2"	83749121	83749458	338	"*"	256.620689655172	7442	29	0.828705483709105	0.0399274047186933
"chr2.984"	"chr2"	83835115	83835450	336	"*"	402	6030	15	0.814789884309015	0.0456140350877193
"chr2.985"	"chr2"	83877675	83878460	786	"*"	306.868421052632	11661	38	0.934701740009886	0.0415512465373961
"chr2.986"	"chr2"	83878330	83878765	436	"*"	405.833333333333	17045	42	0.896486104490339	0.018796992481203
"chr2.987"	"chr2"	84290592	84290951	360	"*"	264.842105263158	15096	57	0.876719781963852	0.0941828254847645
"chr2.989"	"chr2"	84516106	84516757	652	"*"	841.142857142857	52992	63	0.0863807276431787	0.00334168755221387
"chr2.999"	"chr2"	85067033	85067399	367	"*"	516.571428571429	14464	28	0.145058507648576	0.0075187969924812
"chr2.1000"	"chr2"	85132559	85132939	381	"*"	224.409090909091	9874	44	0.205493339014093	0.0837320574162679
"chr2.1002"	"chr2"	85134719	85134908	190	"*"	250.6	3759	15	0.327279997613735	0.0526315789473684
"chr2.1003"	"chr2"	85135296	85135469	174	"*"	262.083333333333	3145	12	0.532533724063614	0.0350877192982456
"chr2.1004"	"chr2"	85256164	85256306	143	"*"	216.428571428571	3030	14	0.654373952827381	0.0789473684210526
"chr2.1007"	"chr2"	85341714	85341833	120	"*"	333.722222222222	6007	18	0.927772091862804	0.0204678362573099
"chr2.1009"	"chr2"	85418281	85418442	162	"*"	149.1875	2387	16	0.263581637492432	0.180921052631579
"chr2.1015"	"chr2"	85584114	85584348	235	"*"	243.375	5841	24	0.179324503362482	0.0789473684210526
"chr2.1016"	"chr2"	85584816	85584997	182	"*"	185.8	2787	15	0.261595841636929	0.101754385964912
"chr2.1020"	"chr2"	85611449	85612630	1182	"*"	242.132352941176	16465	68	0.278598695229616	0.0804953560371517
"chr2.1024"	"chr2"	85765416	85765637	222	"*"	272.52380952381	5723	21	0.4617166384212	0.0902255639097744
"chr2.1025"	"chr2"	85772506	85772823	318	"*"	233.352941176471	3967	17	0.189901461769992	0.0340557275541796
"chr2.1026"	"chr2"	85811386	85811543	158	"*"	195.75	4698	24	0.199382349994894	0.131578947368421
"chr2.1029"	"chr2"	85928591	85928830	240	"*"	214.05	4281	20	0.54182290441868	0.0631578947368421
"chr2.1040"	"chr2"	86789017	86789207	191	"*"	172.05	6882	40	0.126819639726702	0.105263157894737
"chr2.1041"	"chr2"	86790296	86790945	650	"*"	178.464788732394	12671	71	0.0814092054064623	0.104521868050408
"chr2.1044"	"chr2"	86809775	86810051	277	"*"	283.903225806452	8801	31	0.33197234916147	0.066213921901528
"chr2.1045"	"chr2"	86821294	86821737	444	"*"	266.485714285714	9327	35	0.869873106436423	0.0451127819548872
"chr2.1046"	"chr2"	86858005	86858308	304	"*"	261.41935483871	8104	31	0.868033782362404	0.0628183361629881
"chr2.1047"	"chr2"	86930483	86930747	265	"*"	219.409090909091	4827	22	0.891047110116081	0.11244019138756
"chr2.1049"	"chr2"	87583921	87584126	206	"*"	350.304347826087	8057	23	0.504159674229297	0.0320366132723112
"chr2.1050"	"chr2"	87584199	87584342	144	"*"	167.1	3342	20	0.129531896866848	0.107894736842105
"chr2.1052"	"chr2"	88127952	88128308	357	"*"	417.733333333333	6266	15	0.352467643769991	0.0175438596491228
"chr2.1053"	"chr2"	88170633	88170845	213	"*"	186.052631578947	3535	19	0.19721612147851	0.10803324099723
"chr2.1054"	"chr2"	88350379	88351018	640	"*"	255.594594594595	9457	37	0.108312884283366	0.0739687055476529
"chr2.1056"	"chr2"	88453102	88453346	245	"*"	376.473684210526	14306	38	0.0724148846242753	0.038781163434903
"chr2.1057"	"chr2"	88503021	88503334	314	"*"	184.924528301887	9801	53	0.839761210415281	0.155908639523337
"chr2.1058"	"chr2"	88503998	88504396	399	"*"	180.846153846154	4702	26	0.881195705861205	0.097165991902834
"chr2.1061"	"chr2"	88765167	88766089	923	"*"	347.467889908257	37874	109	0.131434014714	0.0917431192660551
"chr2.1062"	"chr2"	88859624	88859858	235	"*"	353.037037037037	9532	27	0.764571694771119	0.00779727095516569
"chr2.1063"	"chr2"	89585591	89586007	417	"*"	329.857142857143	18472	56	0.0890489607606047	0.056390977443609
"chr2.1064"	"chr2"	89611248	89611547	300	"*"	175.166666666667	7357	42	0.706131346264783	0.155388471177945
"chr2.1065"	"chr2"	89611819	89612062	244	"*"	186.09756097561	7630	41	0.227671246207322	0.0847240051347882
"chr2.1066"	"chr2"	89649359	89649485	127	"*"	191.363636363636	2105	11	0.223748001942007	0.076555023923445
"chr2.1067"	"chr2"	91442001	91442131	131	"*"	227.6	4552	20	0.0954158540641612	0.0315789473684211
"chr2.1068"	"chr2"	91442137	91442877	741	"*"	195.983870967742	12151	62	0.0699691878848352	0.0755517826825127
"chr2.1069"	"chr2"	91442993	91443157	165	"*"	322.666666666667	5808	18	0.236428907254941	0.0146198830409357
"chr2.1070"	"chr2"	91443458	91443567	110	"*"	434.25	5211	12	0.296760259467753	0
"chr2.1072"	"chr2"	91479341	91479439	99	"*"	121.2	1212	10	0.0446082123286071	0.242105263157895
"chr2.1073"	"chr2"	91571215	91571355	141	"*"	170.703703703704	4609	27	0.494575472482575	0.155945419103314
"chr2.1074"	"chr2"	91589815	91589981	167	"*"	545.941176470588	9281	17	0.0858936189954349	0
"chr2.1075"	"chr2"	91660053	91660243	191	"*"	242.444444444444	4364	18	0.132702845789858	0.0701754385964912
"chr2.1076"	"chr2"	91744862	91745170	309	"*"	184.04	4601	25	0.640860953505925	0.113684210526316
"chr2.1077"	"chr2"	91857627	91858111	485	"*"	276.632653061225	13555	49	0.809196210992821	0.0290010741138561
"chr2.1078"	"chr2"	94208342	94208411	70	"*"	123.928571428571	1735	14	0.0934194023221279	0.203007518796992
"chr2.1079"	"chr2"	94208836	94208933	98	"*"	203.090909090909	4468	22	0.049508895198663	0.062200956937799
"chr2.1081"	"chr2"	94273584	94273712	129	"*"	158.047619047619	3319	21	0.0390657204571293	0.0776942355889724
"chr2.1082"	"chr2"	94735636	94735729	94	"*"	245.4	4908	20	0.132473303869987	0.0447368421052632
"chr2.1084"	"chr2"	94871487	94871781	295	"*"	236.8125	11367	48	0.378724081226866	0.0734649122807018
"chr2.1085"	"chr2"	95025138	95025554	417	"*"	176.55	3531	20	0.0943462499907831	0.15
"chr2.1093"	"chr2"	95275962	95276091	130	"*"	155.12	3878	25	0.799742622303306	0.212631578947368
"chr2.1095"	"chr2"	95525520	95525758	239	"*"	297.153846153846	7726	26	0.803036844881913	0.0647773279352227
"chr2.1096"	"chr2"	95526205	95527324	1120	"*"	264.336842105263	25112	95	0.0946863275169461	0.0304709141274238
"chr2.1097"	"chr2"	95530740	95530989	250	"*"	409.818181818182	4508	11	0.709626775387534	0.0143540669856459
"chr2.1100"	"chr2"	96207483	96207680	198	"*"	341.785714285714	4785	14	0.0385495767028353	0.0300751879699248
"chr2.1102"	"chr2"	96264715	96265175	461	"*"	305.666666666667	7336	24	0.172050504942403	0.0679824561403509
"chr2.1106"	"chr2"	96324926	96325662	737	"*"	268.666666666667	12090	45	0.0583873713963759	0.056140350877193
"chr2.1109"	"chr2"	96500633	96500711	79	"*"	121.3	1213	10	0.666401425188129	0.215789473684211
"chr2.1110"	"chr2"	96507914	96508521	608	"*"	194.609756097561	7979	41	0.070877986330479	0.130937098844673
"chr2.1111"	"chr2"	96509272	96509698	427	"*"	270.880952380952	11377	42	0.189938756759239	0.0350877192982456
"chr2.1112"	"chr2"	96527242	96527438	197	"*"	147.722222222222	2659	18	0.390579780498783	0.12280701754386
"chr2.1113"	"chr2"	96527825	96527952	128	"*"	192.071428571429	2689	14	0.16725270407993	0.0714285714285714
"chr2.1116"	"chr2"	96538610	96538751	142	"*"	201.125	4827	24	0.044992159061461	0.0745614035087719
"chr2.1120"	"chr2"	96761996	96762342	347	"*"	305.03125	9761	32	0.450981715472089	0.0509868421052632
"chr2.1123"	"chr2"	96839679	96839905	227	"*"	190.590909090909	4193	22	0.239001622286129	0.0909090909090909
"chr2.1125"	"chr2"	96986423	96986527	105	"*"	124.5	1245	10	0.945735071580466	0.2
"chr2.1131"	"chr2"	97709991	97710126	136	"*"	390.0625	6241	16	0.427496466087863	0
"chr2.1132"	"chr2"	97713452	97713691	240	"*"	342.266666666667	5134	15	0.612697657630789	0.0105263157894737
"chr2.1133"	"chr2"	97761329	97761519	191	"*"	292.137931034483	8472	29	0.80277770227251	0.0344827586206897
"chr2.1138"	"chr2"	98139061	98139373	313	"*"	165.09375	5283	32	0.905704558048559	0.171052631578947
"chr2.1139"	"chr2"	98139822	98140240	419	"*"	198.942857142857	6963	35	0.85022186796533	0.0887218045112782
"chr2.1140"	"chr2"	98312220	98312437	218	"*"	197.894736842105	3760	19	0.725953382120333	0.074792243767313
"chr2.1145"	"chr2"	98823367	98823567	201	"*"	237.1	4742	20	0.743571166609824	0.0947368421052632
"chr2.1146"	"chr2"	98936596	98937368	773	"*"	156.90625	10042	64	0.0723298778333014	0.127467105263158
"chr2.1154"	"chr2"	99554293	99554718	426	"*"	202.7	8108	40	0.819276296852545	0.111842105263158
"chr2.1155"	"chr2"	99812327	99812557	231	"*"	488.277777777778	8789	18	0.819779619403852	0.0116959064327485
"chr2.1156"	"chr2"	100105356	100105797	442	"*"	165.46875	5295	32	0.0696161818049913	0.128289473684211
"chr2.1157"	"chr2"	100142496	100142698	203	"*"	329.714285714286	4616	14	0.607694833161343	0.0112781954887218
"chr2.1158"	"chr2"	100183082	100183324	243	"*"	321.684210526316	6112	19	0.821704083418924	0.00831024930747922
"chr2.1159"	"chr2"	100320593	100320717	125	"*"	510	5610	11	0.70877397067404	0.00478468899521531
"chr2.1160"	"chr2"	100321043	100321178	136	"*"	440	7040	16	0.393577298166925	0.0197368421052632
"chr2.1161"	"chr2"	100321253	100321580	328	"*"	193.852941176471	6591	34	0.0325552754811656	0.143962848297214
"chr2.1165"	"chr2"	100470295	100470502	208	"*"	715.692307692308	9304	13	0.814949038118881	0
"chr2.1167"	"chr2"	100820462	100820825	364	"*"	161.555555555556	2908	18	0.0445668953615219	0.169590643274854
"chr2.1168"	"chr2"	101001787	101002180	394	"*"	287.821917808219	21011	73	0.124015070796933	0.0331651045421774
"chr2.1170"	"chr2"	101113812	101113844	33	"*"	372.4	3724	10	0.187600603223267	0
"chr2.1172"	"chr2"	101151733	101152057	325	"*"	613.862068965517	17802	29	0.0138088943072025	0.00181488203266788
"chr2.1173"	"chr2"	101251868	101251922	55	"*"	410.666666666667	4928	12	0.344321140400543	0
"chr2.1179"	"chr2"	101474497	101474837	341	"*"	300.820512820513	11732	39	0.0596904110893212	0.0539811066126856
"chr2.1180"	"chr2"	101474856	101475294	439	"*"	389.772727272727	8575	22	0.491449849981583	0.0598086124401914
"chr2.1181"	"chr2"	101479743	101479852	110	"*"	302.727272727273	3330	11	0.654174371315301	0.00956937799043062
"chr2.1182"	"chr2"	101696535	101696870	336	"*"	566.25	9060	16	0.147973619711941	0.0164473684210526
"chr2.1183"	"chr2"	101696772	101697503	732	"*"	216.483870967742	6711	31	0.0488927541781171	0.140916808149406
"chr2.1185"	"chr2"	102142486	102142557	72	"*"	157.222222222222	2830	18	0.0644400892317559	0.125730994152047
"chr2.1187"	"chr2"	102245598	102245821	224	"*"	204	4488	22	0.847741881941641	0.126794258373206
"chr2.1188"	"chr2"	102251189	102251611	423	"*"	198.177777777778	8918	45	0.0584789547647441	0.0771929824561404
"chr2.1189"	"chr2"	102335777	102335986	210	"*"	736.75	11788	16	0.611435474590324	0
"chr2.1191"	"chr2"	102479048	102479321	274	"*"	297.615384615385	7738	26	0.848159498883155	0.0384615384615385
"chr2.1192"	"chr2"	102616870	102617361	492	"*"	396.086956521739	9110	23	0.645770570913356	0.0320366132723112
"chr2.1195"	"chr2"	104356795	104357032	238	"*"	539.947368421053	10259	19	0.90469973771977	0.0138504155124654
"chr2.1196"	"chr2"	104656867	104656974	108	"*"	236.8	4736	20	0.855354182664418	0.0394736842105263
"chr2.1197"	"chr2"	104659155	104659715	561	"*"	156.918918918919	11612	74	0.349171366260579	0.135135135135135
"chr2.1198"	"chr2"	104705005	104705155	151	"*"	264.521739130435	6084	23	0.855574292494346	0.0594965675057208
"chr2.1199"	"chr2"	104755623	104755710	88	"*"	260.421052631579	4948	19	0.781113054948284	0.0554016620498615
"chr2.1200"	"chr2"	104852029	104852593	565	"*"	225.658536585366	9252	41	0.048644888786401	0.0911424903722722
"chr2.1201"	"chr2"	104854241	104854336	96	"*"	256.565217391304	5901	23	0.0368938274722294	0.0137299771167048
"chr2.1202"	"chr2"	104856435	104856534	100	"*"	184.428571428571	2582	14	0.103592022105125	0.101503759398496
"chr2.1203"	"chr2"	104856684	104856831	148	"*"	269.958333333333	6479	24	0.0899138314297854	0.0526315789473684
"chr2.1204"	"chr2"	104861938	104862227	290	"*"	397.652173913043	9146	23	0.0513745378420857	0.0297482837528604
"chr2.1205"	"chr2"	104862320	104862976	657	"*"	244.6	6115	25	0.0584975611332373	0.0989473684210526
"chr2.1208"	"chr2"	105119100	105119340	241	"*"	263.269230769231	6845	26	0.695683098709097	0.0668016194331984
"chr2.1209"	"chr2"	105236800	105237339	540	"*"	185.69387755102	9099	49	0.638755107372021	0.0912996777658432
"chr2.1210"	"chr2"	105242541	105242678	138	"*"	239.625	3834	16	0.917417036008416	0.0953947368421053
"chr2.1213"	"chr2"	105369927	105370044	118	"*"	308.1875	4931	16	0.0284467195510238	0.0460526315789474
"chr2.1215"	"chr2"	105438435	105438668	234	"*"	592.384615384615	7701	13	0.234810415375034	0
"chr2.1217"	"chr2"	105747716	105747873	158	"*"	414	5796	14	0.642408815998471	0
"chr2.1220"	"chr2"	105943978	105944328	351	"*"	277.44	6936	25	0.901058226325402	0.0315789473684211
"chr2.1221"	"chr2"	106145129	106145466	338	"*"	467.764705882353	15904	34	0.757697120316274	0.0185758513931889
"chr2.1222"	"chr2"	106160242	106160694	453	"*"	304.470588235294	10352	34	0.599348195359637	0.0495356037151703
"chr2.1225"	"chr2"	106269965	106270161	197	"*"	221.071428571429	6190	28	0.031679233063506	0.12781954887218
"chr2.1226"	"chr2"	106342684	106343145	462	"*"	213.065573770492	12997	61	0.395602896048186	0.093183779119931
"chr2.1227"	"chr2"	106343364	106343482	119	"*"	200.157894736842	3803	19	0.315333155234356	0.121883656509695
"chr2.1231"	"chr2"	106584317	106584715	399	"*"	232.629032258065	14423	62	0.53546556810888	0.0865874363327674
"chr2.1232"	"chr2"	106585531	106585773	243	"*"	328.611111111111	5915	18	0.880113001390499	0.0116959064327485
"chr2.1233"	"chr2"	106885623	106886330	708	"*"	262.2	22287	85	0.031848142978072	0.0780185758513932
"chr2.1234"	"chr2"	106887024	106887379	356	"*"	166.133333333333	4984	30	0.0395790159182696	0.124561403508772
"chr2.1235"	"chr2"	107392338	107392614	277	"*"	205.961538461538	5355	26	0.917504201704398	0.0991902834008097
"chr2.1236"	"chr2"	107393210	107393474	265	"*"	232.05	4641	20	0.84819482377864	0.0394736842105263
"chr2.1237"	"chr2"	107747364	107747751	388	"*"	215.035714285714	12042	56	0.918849995520674	0.134398496240602
"chr2.1238"	"chr2"	107826850	107827013	164	"*"	224	6720	30	0.953536614106676	0.135087719298246
"chr2.1239"	"chr2"	107986450	107986629	180	"*"	228.434782608696	5254	23	0.109924322653854	0.0617848970251716
"chr2.1240"	"chr2"	108377660	108378167	508	"*"	544.388888888889	9799	18	0.493002543131082	0.00584795321637427
"chr2.1247"	"chr2"	108940611	108940725	115	"*"	386	6562	17	0.908770733787085	0.0309597523219814
"chr2.1248"	"chr2"	108942611	108942956	346	"*"	196.962962962963	5318	27	0.90657981648176	0.111111111111111
"chr2.1249"	"chr2"	109006001	109006142	142	"*"	189.4	3788	20	0.793319201381875	0.0710526315789474
"chr2.1253"	"chr2"	109129647	109129867	221	"*"	244.75	11748	48	0.0605514985589165	0.0942982456140351
"chr2.1254"	"chr2"	109613256	109613501	246	"*"	207.176470588235	3522	17	0.0283608554057956	0.111455108359133
"chr2.1255"	"chr2"	110114948	110115311	364	"*"	443.307692307692	11526	26	0.37552636919623	0.0445344129554656
"chr2.1256"	"chr2"	110190331	110190568	238	"*"	294.51724137931	8541	29	0.923025065365384	0.0508166969147005
"chr2.1261"	"chr2"	111118089	111118539	451	"*"	371.725	14869	40	0.0789469736921653	0.0355263157894737
"chr2.1263"	"chr2"	111366476	111366678	203	"*"	205.84	5146	25	0.164242818518384	0.0947368421052632
"chr2.1264"	"chr2"	111366707	111366912	206	"*"	456.625	10959	24	0.33538695368338	0.0241228070175439
"chr2.1266"	"chr2"	112044483	112044904	422	"*"	163.68	4092	25	0.848001089381816	0.124210526315789
"chr2.1269"	"chr2"	112137936	112138121	186	"*"	411.333333333333	7404	18	0.136320301278522	0.00292397660818713
"chr2.1270"	"chr2"	112140791	112140958	168	"*"	340.083333333333	8162	24	0.589247253768796	0.0241228070175439
"chr2.1271"	"chr2"	112159534	112159865	332	"*"	273.255813953488	11750	43	0.804877478941794	0.0611995104039168
"chr2.1272"	"chr2"	112187014	112187464	451	"*"	164.736842105263	3130	19	0.911491895402499	0.149584487534626
"chr2.1273"	"chr2"	112187915	112187997	83	"*"	179.8	1798	10	0.491006130549908	0.0894736842105263
"chr2.1275"	"chr2"	112259687	112259804	118	"*"	330.25	3963	12	0.028939265163117	0
"chr2.1277"	"chr2"	112353389	112353524	136	"*"	370	7400	20	0.902278383773013	0.0289473684210526
"chr2.1279"	"chr2"	112480686	112480914	229	"*"	345	5865	17	0.0600879187845712	0.0495356037151703
"chr2.1285"	"chr2"	112622107	112622247	141	"*"	568.708333333333	13649	24	0.890153085857846	0.0043859649122807
"chr2.1287"	"chr2"	112647074	112647191	118	"*"	425	4675	11	0.440994968121695	0.00478468899521531
"chr2.1289"	"chr2"	112784514	112784627	114	"*"	644.923076923077	8384	13	0.209586444466511	0
"chr2.1290"	"chr2"	113127495	113127701	207	"*"	317.133333333333	4757	15	0.656769221702394	0.056140350877193
"chr2.1292"	"chr2"	113173900	113173989	90	"*"	208.1	2081	10	0.580512988089365	0.0894736842105263
"chr2.1293"	"chr2"	113275706	113276331	626	"*"	266.666666666667	19200	72	0.370324327682678	0.0665204678362573
"chr2.1294"	"chr2"	113276901	113277112	212	"*"	294.642857142857	8250	28	0.45840583763323	0.037593984962406
"chr2.1295"	"chr2"	113277991	113278146	156	"*"	165.076923076923	2146	13	0.503380871435922	0.125506072874494
"chr2.1296"	"chr2"	113291193	113291356	164	"*"	214.34375	6859	32	0.147320217515476	0.0460526315789474
"chr2.1298"	"chr2"	113503783	113503855	73	"*"	144.333333333333	1732	12	0.0320444639488961	0.241228070175439
"chr2.1303"	"chr2"	113703875	113704126	252	"*"	184.238095238095	3869	21	0.410303002227408	0.0726817042606516
"chr2.1304"	"chr2"	113704462	113704675	214	"*"	170.09375	5443	32	0.887545317067366	0.161184210526316
"chr2.1307"	"chr2"	113979397	113979606	210	"*"	201.185185185185	5432	27	0.890993002078351	0.146198830409357
"chr2.1308"	"chr2"	113980046	113980154	109	"*"	151.846153846154	1974	13	0.860022749532008	0.198380566801619
"chr2.1310"	"chr2"	114662432	114662514	83	"*"	228.304347826087	5251	23	0.127792663539982	0.034324942791762
"chr2.1311"	"chr2"	114662584	114662730	147	"*"	391.454545454545	8612	22	0.505500019610589	0.0215311004784689
"chr2.1312"	"chr2"	115162378	115162496	119	"*"	139.461538461538	1813	13	0.0467833016061761	0.129554655870445
"chr2.1313"	"chr2"	115163037	115163189	153	"*"	295.115384615385	7673	26	0.0915440000636418	0.0445344129554656
"chr2.1314"	"chr2"	117071750	117071934	185	"*"	242.214285714286	3391	14	0.918588830788601	0.056390977443609
"chr2.1315"	"chr2"	117109653	117109878	226	"*"	221.05	4421	20	0.839129997829586	0.0631578947368421
"chr2.1317"	"chr2"	117836559	117836651	93	"*"	155	1705	11	0.236782314926841	0.105263157894737
"chr2.1318"	"chr2"	117858536	117859000	465	"*"	269.1	8073	30	0.693343357506835	0.0403508771929825
"chr2.1319"	"chr2"	117860466	117860586	121	"*"	182.210526315789	3462	19	0.777897521983137	0.102493074792244
"chr2.1320"	"chr2"	118013029	118013361	333	"*"	139.857142857143	1958	14	0.0926070497628698	0.169172932330827
"chr2.1323"	"chr2"	118185026	118185713	688	"*"	436.342857142857	15272	35	0.258045720538531	0.0496240601503759
"chr2.1326"	"chr2"	118310051	118310482	432	"*"	540.650602409639	44874	83	0.0132556676576164	0.00380469245402663
"chr2.1327"	"chr2"	118376553	118376776	224	"*"	193.882352941176	3296	17	0.881422667480973	0.0743034055727554
"chr2.1329"	"chr2"	118841883	118842169	287	"*"	172.175	6887	40	0.149629829670201	0.117105263157895
"chr2.1330"	"chr2"	118842819	118843019	201	"*"	234.625	5631	24	0.0812606655039551	0.12719298245614
"chr2.1331"	"chr2"	118845909	118846474	566	"*"	206.338983050847	12174	59	0.0578133748527554	0.100802854594112
"chr2.1332"	"chr2"	118847862	118847943	82	"*"	191.142857142857	2676	14	0.0498545832366743	0.0601503759398496
"chr2.1333"	"chr2"	118848815	118849242	428	"*"	347.152173913043	15969	46	0.0640759673644497	0.011441647597254
"chr2.1334"	"chr2"	118849750	118850036	287	"*"	263.463414634146	10802	41	0.114359344149676	0.024390243902439
"chr2.1335"	"chr2"	118851829	118852124	296	"*"	381.628571428571	13357	35	0.101321916334723	0.0135338345864662
"chr2.1336"	"chr2"	118857874	118857981	108	"*"	303.923076923077	7902	26	0.127089793678264	0.0182186234817814
"chr2.1337"	"chr2"	118859055	118859249	195	"*"	231.535714285714	6483	28	0.066226930873732	0.0206766917293233
"chr2.1338"	"chr2"	119158832	119159110	279	"*"	185.931034482759	5392	29	0.0440237356991859	0.123411978221416
"chr2.1339"	"chr2"	119247647	119248102	456	"*"	183.232558139535	7879	43	0.889786607618549	0.141982864137087
"chr2.1341"	"chr2"	119367611	119367928	318	"*"	132.416666666667	1589	12	0.0499690685752347	0.214912280701754
"chr2.1342"	"chr2"	119432291	119432817	527	"*"	213.85	12831	60	0.355910610634399	0.107017543859649
"chr2.1343"	"chr2"	119523821	119524423	603	"*"	190.948051948052	14703	77	0.0498291542955638	0.0970608339029392
"chr2.1345"	"chr2"	119678326	119678492	167	"*"	199.25	3188	16	0.280951931632563	0.134868421052632
"chr2.1347"	"chr2"	119997016	119997277	262	"*"	201.675	8067	40	0.910656557571357	0.117105263157895
"chr2.1348"	"chr2"	120012341	120012427	87	"*"	407.083333333333	4885	12	0.328754248817481	0
"chr2.1350"	"chr2"	120222986	120224094	1109	"*"	198.145454545455	10898	55	0.0912875025098	0.114832535885167
"chr2.1354"	"chr2"	120313842	120314094	253	"*"	156.928571428571	2197	14	0.272671579862404	0.154135338345865
"chr2.1355"	"chr2"	120347213	120347406	194	"*"	194.818181818182	4286	22	0.0236235708525448	0.114832535885167
"chr2.1356"	"chr2"	120349427	120349468	42	"*"	145.083333333333	1741	12	0.661520017840831	0.144736842105263
"chr2.1357"	"chr2"	120358811	120359094	284	"*"	170.37037037037	4600	27	0.753489603737735	0.1364522417154
