"seqnames"	"start"	"end"	"width"	"strand"	"site_reads"	"site_mean"	"block"
"chr2.106270160"	"chr2"	106270160	106270160	1	"*"	285	16.7647058823529	"chr2.1225"
"chr2.106270161"	"chr2"	106270161	106270161	1	"*"	119	8.5	"chr2.1225"
"chr2.106342684"	"chr2"	106342684	106342684	1	"*"	150	8.33333333333333	"chr2.1226"
"chr2.106342712"	"chr2"	106342712	106342712	1	"*"	199	10.4736842105263	"chr2.1226"
"chr2.106342719"	"chr2"	106342719	106342719	1	"*"	204	10.7368421052632	"chr2.1226"
"chr2.106342720"	"chr2"	106342720	106342720	1	"*"	115	8.21428571428571	"chr2.1226"
"chr2.106342726"	"chr2"	106342726	106342726	1	"*"	221	12.2777777777778	"chr2.1226"
"chr2.106342727"	"chr2"	106342727	106342727	1	"*"	126	9	"chr2.1226"
"chr2.106342749"	"chr2"	106342749	106342749	1	"*"	293	15.4210526315789	"chr2.1226"
"chr2.106342750"	"chr2"	106342750	106342750	1	"*"	159	9.9375	"chr2.1226"
"chr2.106342754"	"chr2"	106342754	106342754	1	"*"	306	16.1052631578947	"chr2.1226"
"chr2.106342755"	"chr2"	106342755	106342755	1	"*"	159	9.9375	"chr2.1226"
"chr2.106342795"	"chr2"	106342795	106342795	1	"*"	377	19.8421052631579	"chr2.1226"
"chr2.106342796"	"chr2"	106342796	106342796	1	"*"	176	10.3529411764706	"chr2.1226"
"chr2.106342801"	"chr2"	106342801	106342801	1	"*"	370	19.4736842105263	"chr2.1226"
"chr2.106342802"	"chr2"	106342802	106342802	1	"*"	167	9.82352941176471	"chr2.1226"
"chr2.106342808"	"chr2"	106342808	106342808	1	"*"	348	19.3333333333333	"chr2.1226"
"chr2.106342809"	"chr2"	106342809	106342809	1	"*"	178	10.4705882352941	"chr2.1226"
"chr2.106342829"	"chr2"	106342829	106342829	1	"*"	337	18.7222222222222	"chr2.1226"
"chr2.106342830"	"chr2"	106342830	106342830	1	"*"	211	11.7222222222222	"chr2.1226"
"chr2.106342843"	"chr2"	106342843	106342843	1	"*"	322	16.9473684210526	"chr2.1226"
"chr2.106342844"	"chr2"	106342844	106342844	1	"*"	199	11.7058823529412	"chr2.1226"
"chr2.106342857"	"chr2"	106342857	106342857	1	"*"	287	15.9444444444444	"chr2.1226"
"chr2.106342858"	"chr2"	106342858	106342858	1	"*"	204	11.3333333333333	"chr2.1226"
"chr2.106342859"	"chr2"	106342859	106342859	1	"*"	287	15.9444444444444	"chr2.1226"
"chr2.106342860"	"chr2"	106342860	106342860	1	"*"	203	11.2777777777778	"chr2.1226"
"chr2.106342862"	"chr2"	106342862	106342862	1	"*"	281	15.6111111111111	"chr2.1226"
"chr2.106342863"	"chr2"	106342863	106342863	1	"*"	210	11.6666666666667	"chr2.1226"
"chr2.106342866"	"chr2"	106342866	106342866	1	"*"	282	15.6666666666667	"chr2.1226"
"chr2.106342867"	"chr2"	106342867	106342867	1	"*"	208	11.5555555555556	"chr2.1226"
"chr2.106342898"	"chr2"	106342898	106342898	1	"*"	242	13.4444444444444	"chr2.1226"
"chr2.106342899"	"chr2"	106342899	106342899	1	"*"	159	11.3571428571429	"chr2.1226"
"chr2.106342928"	"chr2"	106342928	106342928	1	"*"	244	13.5555555555556	"chr2.1226"
"chr2.106342929"	"chr2"	106342929	106342929	1	"*"	146	9.73333333333333	"chr2.1226"
"chr2.106342938"	"chr2"	106342938	106342938	1	"*"	237	13.9411764705882	"chr2.1226"
"chr2.106342949"	"chr2"	106342949	106342949	1	"*"	218	13.625	"chr2.1226"
"chr2.106342963"	"chr2"	106342963	106342963	1	"*"	238	13.2222222222222	"chr2.1226"
"chr2.106342964"	"chr2"	106342964	106342964	1	"*"	112	8	"chr2.1226"
"chr2.106342973"	"chr2"	106342973	106342973	1	"*"	239	13.2777777777778	"chr2.1226"
"chr2.106342977"	"chr2"	106342977	106342977	1	"*"	233	12.9444444444444	"chr2.1226"
"chr2.106342978"	"chr2"	106342978	106342978	1	"*"	118	7.375	"chr2.1226"
"chr2.106342979"	"chr2"	106342979	106342979	1	"*"	231	12.8333333333333	"chr2.1226"
"chr2.106342980"	"chr2"	106342980	106342980	1	"*"	115	7.66666666666667	"chr2.1226"
"chr2.106343000"	"chr2"	106343000	106343000	1	"*"	248	13.7777777777778	"chr2.1226"
"chr2.106343001"	"chr2"	106343001	106343001	1	"*"	111	6.9375	"chr2.1226"
"chr2.106343004"	"chr2"	106343004	106343004	1	"*"	248	13.7777777777778	"chr2.1226"
"chr2.106343005"	"chr2"	106343005	106343005	1	"*"	103	7.35714285714286	"chr2.1226"
"chr2.106343022"	"chr2"	106343022	106343022	1	"*"	259	13.6315789473684	"chr2.1226"
"chr2.106343023"	"chr2"	106343023	106343023	1	"*"	126	7.41176470588235	"chr2.1226"
"chr2.106343032"	"chr2"	106343032	106343032	1	"*"	270	14.2105263157895	"chr2.1226"
"chr2.106343033"	"chr2"	106343033	106343033	1	"*"	120	8	"chr2.1226"
"chr2.106343037"	"chr2"	106343037	106343037	1	"*"	273	14.3684210526316	"chr2.1226"
"chr2.106343038"	"chr2"	106343038	106343038	1	"*"	125	8.92857142857143	"chr2.1226"
"chr2.106343045"	"chr2"	106343045	106343045	1	"*"	279	14.6842105263158	"chr2.1226"
"chr2.106343046"	"chr2"	106343046	106343046	1	"*"	140	9.33333333333333	"chr2.1226"
"chr2.106343053"	"chr2"	106343053	106343053	1	"*"	287	15.1052631578947	"chr2.1226"
"chr2.106343054"	"chr2"	106343054	106343054	1	"*"	148	9.25	"chr2.1226"
"chr2.106343069"	"chr2"	106343069	106343069	1	"*"	297	15.6315789473684	"chr2.1226"
"chr2.106343070"	"chr2"	106343070	106343070	1	"*"	157	9.8125	"chr2.1226"
"chr2.106343098"	"chr2"	106343098	106343098	1	"*"	255	14.1666666666667	"chr2.1226"
"chr2.106343099"	"chr2"	106343099	106343099	1	"*"	159	8.83333333333333	"chr2.1226"
"chr2.106343139"	"chr2"	106343139	106343139	1	"*"	149	9.3125	"chr2.1226"
"chr2.106343145"	"chr2"	106343145	106343145	1	"*"	132	8.25	"chr2.1226"
"chr2.106343364"	"chr2"	106343364	106343364	1	"*"	229	12.7222222222222	"chr2.1227"
"chr2.106343365"	"chr2"	106343365	106343365	1	"*"	133	8.86666666666667	"chr2.1227"
"chr2.106343386"	"chr2"	106343386	106343386	1	"*"	263	14.6111111111111	"chr2.1227"
"chr2.106343387"	"chr2"	106343387	106343387	1	"*"	156	9.17647058823529	"chr2.1227"
"chr2.106343397"	"chr2"	106343397	106343397	1	"*"	274	15.2222222222222	"chr2.1227"
"chr2.106343398"	"chr2"	106343398	106343398	1	"*"	142	8.875	"chr2.1227"
"chr2.106343403"	"chr2"	106343403	106343403	1	"*"	275	15.2777777777778	"chr2.1227"
"chr2.106343404"	"chr2"	106343404	106343404	1	"*"	134	8.375	"chr2.1227"
"chr2.106343412"	"chr2"	106343412	106343412	1	"*"	274	15.2222222222222	"chr2.1227"
"chr2.106343413"	"chr2"	106343413	106343413	1	"*"	129	8.0625	"chr2.1227"
"chr2.106343422"	"chr2"	106343422	106343422	1	"*"	281	15.6111111111111	"chr2.1227"
"chr2.106343423"	"chr2"	106343423	106343423	1	"*"	137	8.05882352941176	"chr2.1227"
"chr2.106343435"	"chr2"	106343435	106343435	1	"*"	270	15.8823529411765	"chr2.1227"
"chr2.106343436"	"chr2"	106343436	106343436	1	"*"	111	7.92857142857143	"chr2.1227"
"chr2.106343440"	"chr2"	106343440	106343440	1	"*"	261	15.3529411764706	"chr2.1227"
"chr2.106343441"	"chr2"	106343441	106343441	1	"*"	106	7.57142857142857	"chr2.1227"
"chr2.106343460"	"chr2"	106343460	106343460	1	"*"	231	13.5882352941176	"chr2.1227"
"chr2.106343476"	"chr2"	106343476	106343476	1	"*"	205	12.0588235294118	"chr2.1227"
"chr2.106343482"	"chr2"	106343482	106343482	1	"*"	192	12	"chr2.1227"
"chr2.106584317"	"chr2"	106584317	106584317	1	"*"	137	9.13333333333333	"chr2.1231"
"chr2.106584319"	"chr2"	106584319	106584319	1	"*"	133	8.86666666666667	"chr2.1231"
"chr2.106584335"	"chr2"	106584335	106584335	1	"*"	141	9.4	"chr2.1231"
"chr2.106584340"	"chr2"	106584340	106584340	1	"*"	137	9.13333333333333	"chr2.1231"
"chr2.106584343"	"chr2"	106584343	106584343	1	"*"	133	9.5	"chr2.1231"
"chr2.106584404"	"chr2"	106584404	106584404	1	"*"	147	9.1875	"chr2.1231"
"chr2.106584405"	"chr2"	106584405	106584405	1	"*"	124	8.85714285714286	"chr2.1231"
"chr2.106584426"	"chr2"	106584426	106584426	1	"*"	167	10.4375	"chr2.1231"
"chr2.106584427"	"chr2"	106584427	106584427	1	"*"	153	10.2	"chr2.1231"
"chr2.106584429"	"chr2"	106584429	106584429	1	"*"	172	10.75	"chr2.1231"
"chr2.106584430"	"chr2"	106584430	106584430	1	"*"	168	10.5	"chr2.1231"
"chr2.106584432"	"chr2"	106584432	106584432	1	"*"	189	11.1176470588235	"chr2.1231"
"chr2.106584433"	"chr2"	106584433	106584433	1	"*"	185	10.8823529411765	"chr2.1231"
"chr2.106584439"	"chr2"	106584439	106584439	1	"*"	210	12.3529411764706	"chr2.1231"
"chr2.106584440"	"chr2"	106584440	106584440	1	"*"	200	11.7647058823529	"chr2.1231"
"chr2.106584451"	"chr2"	106584451	106584451	1	"*"	241	13.3888888888889	"chr2.1231"
"chr2.106584452"	"chr2"	106584452	106584452	1	"*"	221	12.2777777777778	"chr2.1231"
"chr2.106584464"	"chr2"	106584464	106584464	1	"*"	245	14.4117647058824	"chr2.1231"
"chr2.106584465"	"chr2"	106584465	106584465	1	"*"	255	14.1666666666667	"chr2.1231"
"chr2.106584481"	"chr2"	106584481	106584481	1	"*"	283	14.8947368421053	"chr2.1231"
"chr2.106584482"	"chr2"	106584482	106584482	1	"*"	299	16.6111111111111	"chr2.1231"
"chr2.106584483"	"chr2"	106584483	106584483	1	"*"	284	14.9473684210526	"chr2.1231"
"chr2.106584484"	"chr2"	106584484	106584484	1	"*"	299	16.6111111111111	"chr2.1231"
"chr2.106584490"	"chr2"	106584490	106584490	1	"*"	303	15.9473684210526	"chr2.1231"
"chr2.106584491"	"chr2"	106584491	106584491	1	"*"	336	17.6842105263158	"chr2.1231"
"chr2.106584492"	"chr2"	106584492	106584492	1	"*"	305	16.0526315789474	"chr2.1231"
"chr2.106584493"	"chr2"	106584493	106584493	1	"*"	345	18.1578947368421	"chr2.1231"
"chr2.106584497"	"chr2"	106584497	106584497	1	"*"	320	16.8421052631579	"chr2.1231"
"chr2.106584498"	"chr2"	106584498	106584498	1	"*"	345	18.1578947368421	"chr2.1231"
"chr2.106584499"	"chr2"	106584499	106584499	1	"*"	323	17	"chr2.1231"
"chr2.106584500"	"chr2"	106584500	106584500	1	"*"	359	18.8947368421053	"chr2.1231"
"chr2.106584507"	"chr2"	106584507	106584507	1	"*"	342	18	"chr2.1231"
"chr2.106584508"	"chr2"	106584508	106584508	1	"*"	377	19.8421052631579	"chr2.1231"
"chr2.106584530"	"chr2"	106584530	106584530	1	"*"	384	20.2105263157895	"chr2.1231"
"chr2.106584531"	"chr2"	106584531	106584531	1	"*"	368	19.3684210526316	"chr2.1231"
"chr2.106584551"	"chr2"	106584551	106584551	1	"*"	356	18.7368421052632	"chr2.1231"
"chr2.106584552"	"chr2"	106584552	106584552	1	"*"	348	18.3157894736842	"chr2.1231"
"chr2.106584553"	"chr2"	106584553	106584553	1	"*"	353	18.5789473684211	"chr2.1231"
"chr2.106584554"	"chr2"	106584554	106584554	1	"*"	343	18.0526315789474	"chr2.1231"
"chr2.106584579"	"chr2"	106584579	106584579	1	"*"	291	15.3157894736842	"chr2.1231"
"chr2.106584580"	"chr2"	106584580	106584580	1	"*"	236	13.1111111111111	"chr2.1231"
"chr2.106584585"	"chr2"	106584585	106584585	1	"*"	282	15.6666666666667	"chr2.1231"
"chr2.106584586"	"chr2"	106584586	106584586	1	"*"	230	12.7777777777778	"chr2.1231"
"chr2.106584594"	"chr2"	106584594	106584594	1	"*"	270	15	"chr2.1231"
"chr2.106584595"	"chr2"	106584595	106584595	1	"*"	207	11.5	"chr2.1231"
"chr2.106584602"	"chr2"	106584602	106584602	1	"*"	241	13.3888888888889	"chr2.1231"
"chr2.106584603"	"chr2"	106584603	106584603	1	"*"	200	11.1111111111111	"chr2.1231"
"chr2.106584616"	"chr2"	106584616	106584616	1	"*"	208	11.5555555555556	"chr2.1231"
"chr2.106584617"	"chr2"	106584617	106584617	1	"*"	175	9.72222222222222	"chr2.1231"
"chr2.106584624"	"chr2"	106584624	106584624	1	"*"	207	11.5	"chr2.1231"
"chr2.106584625"	"chr2"	106584625	106584625	1	"*"	149	8.76470588235294	"chr2.1231"
"chr2.106584638"	"chr2"	106584638	106584638	1	"*"	205	10.7894736842105	"chr2.1231"
"chr2.106584639"	"chr2"	106584639	106584639	1	"*"	111	7.92857142857143	"chr2.1231"
"chr2.106584652"	"chr2"	106584652	106584652	1	"*"	191	10.6111111111111	"chr2.1231"
"chr2.106584657"	"chr2"	106584657	106584657	1	"*"	172	10.75	"chr2.1231"
"chr2.106584661"	"chr2"	106584661	106584661	1	"*"	162	10.125	"chr2.1231"
"chr2.106584665"	"chr2"	106584665	106584665	1	"*"	168	10.5	"chr2.1231"
"chr2.106584678"	"chr2"	106584678	106584678	1	"*"	162	10.125	"chr2.1231"
"chr2.106584691"	"chr2"	106584691	106584691	1	"*"	148	9.25	"chr2.1231"
"chr2.106584693"	"chr2"	106584693	106584693	1	"*"	148	9.25	"chr2.1231"
"chr2.106584700"	"chr2"	106584700	106584700	1	"*"	127	8.46666666666667	"chr2.1231"
"chr2.106584715"	"chr2"	106584715	106584715	1	"*"	103	7.35714285714286	"chr2.1231"
"chr2.106585531"	"chr2"	106585531	106585531	1	"*"	228	12	"chr2.1232"
"chr2.106585532"	"chr2"	106585532	106585532	1	"*"	364	19.1578947368421	"chr2.1232"
"chr2.106585533"	"chr2"	106585533	106585533	1	"*"	234	12.3157894736842	"chr2.1232"
"chr2.106585534"	"chr2"	106585534	106585534	1	"*"	365	19.2105263157895	"chr2.1232"
"chr2.106585553"	"chr2"	106585553	106585553	1	"*"	235	13.0555555555556	"chr2.1232"
"chr2.106585554"	"chr2"	106585554	106585554	1	"*"	388	20.4210526315789	"chr2.1232"
"chr2.106585572"	"chr2"	106585572	106585572	1	"*"	224	12.4444444444444	"chr2.1232"
"chr2.106585573"	"chr2"	106585573	106585573	1	"*"	381	20.0526315789474	"chr2.1232"
"chr2.106585596"	"chr2"	106585596	106585596	1	"*"	211	11.7222222222222	"chr2.1232"
"chr2.106585597"	"chr2"	106585597	106585597	1	"*"	385	20.2631578947368	"chr2.1232"
"chr2.106585606"	"chr2"	106585606	106585606	1	"*"	228	12.6666666666667	"chr2.1232"
"chr2.106585607"	"chr2"	106585607	106585607	1	"*"	408	21.4736842105263	"chr2.1232"
"chr2.106585673"	"chr2"	106585673	106585673	1	"*"	279	14.6842105263158	"chr2.1232"
"chr2.106585674"	"chr2"	106585674	106585674	1	"*"	486	25.5789473684211	"chr2.1232"
"chr2.106585719"	"chr2"	106585719	106585719	1	"*"	283	14.8947368421053	"chr2.1232"
"chr2.106585720"	"chr2"	106585720	106585720	1	"*"	537	28.2631578947368	"chr2.1232"
"chr2.106585772"	"chr2"	106585772	106585772	1	"*"	224	11.7894736842105	"chr2.1232"
"chr2.106585773"	"chr2"	106585773	106585773	1	"*"	455	23.9473684210526	"chr2.1232"
"chr2.106885623"	"chr2"	106885623	106885623	1	"*"	814	42.8421052631579	"chr2.1233"
"chr2.106885630"	"chr2"	106885630	106885630	1	"*"	211	12.4117647058824	"chr2.1233"
"chr2.106885631"	"chr2"	106885631	106885631	1	"*"	805	42.3684210526316	"chr2.1233"
"chr2.106885632"	"chr2"	106885632	106885632	1	"*"	209	12.2941176470588	"chr2.1233"
"chr2.106885633"	"chr2"	106885633	106885633	1	"*"	817	43	"chr2.1233"
"chr2.106885651"	"chr2"	106885651	106885651	1	"*"	218	13.625	"chr2.1233"
"chr2.106885652"	"chr2"	106885652	106885652	1	"*"	854	44.9473684210526	"chr2.1233"
"chr2.106885661"	"chr2"	106885661	106885661	1	"*"	232	13.6470588235294	"chr2.1233"
"chr2.106885662"	"chr2"	106885662	106885662	1	"*"	865	45.5263157894737	"chr2.1233"
"chr2.106885690"	"chr2"	106885690	106885690	1	"*"	237	13.9411764705882	"chr2.1233"
"chr2.106885691"	"chr2"	106885691	106885691	1	"*"	990	52.1052631578947	"chr2.1233"
"chr2.106885795"	"chr2"	106885795	106885795	1	"*"	377	19.8421052631579	"chr2.1233"
"chr2.106885796"	"chr2"	106885796	106885796	1	"*"	681	35.8421052631579	"chr2.1233"
"chr2.106885898"	"chr2"	106885898	106885898	1	"*"	266	14.7777777777778	"chr2.1233"
"chr2.106885899"	"chr2"	106885899	106885899	1	"*"	260	13.6842105263158	"chr2.1233"
"chr2.106885902"	"chr2"	106885902	106885902	1	"*"	251	13.9444444444444	"chr2.1233"
"chr2.106885903"	"chr2"	106885903	106885903	1	"*"	246	13.6666666666667	"chr2.1233"
"chr2.106885913"	"chr2"	106885913	106885913	1	"*"	224	13.1764705882353	"chr2.1233"
"chr2.106885914"	"chr2"	106885914	106885914	1	"*"	228	12	"chr2.1233"
"chr2.106885920"	"chr2"	106885920	106885920	1	"*"	205	12.0588235294118	"chr2.1233"
"chr2.106885921"	"chr2"	106885921	106885921	1	"*"	207	11.5	"chr2.1233"
"chr2.106885928"	"chr2"	106885928	106885928	1	"*"	181	11.3125	"chr2.1233"
"chr2.106885929"	"chr2"	106885929	106885929	1	"*"	193	11.3529411764706	"chr2.1233"
"chr2.106885932"	"chr2"	106885932	106885932	1	"*"	167	10.4375	"chr2.1233"
"chr2.106885933"	"chr2"	106885933	106885933	1	"*"	184	10.8235294117647	"chr2.1233"
"chr2.106885988"	"chr2"	106885988	106885988	1	"*"	105	7.5	"chr2.1233"
"chr2.106886060"	"chr2"	106886060	106886060	1	"*"	119	7.93333333333333	"chr2.1233"
"chr2.106886063"	"chr2"	106886063	106886063	1	"*"	117	7.8	"chr2.1233"
"chr2.106886107"	"chr2"	106886107	106886107	1	"*"	189	11.1176470588235	"chr2.1233"
"chr2.106886108"	"chr2"	106886108	106886108	1	"*"	104	7.42857142857143	"chr2.1233"
"chr2.106886110"	"chr2"	106886110	106886110	1	"*"	200	11.1111111111111	"chr2.1233"
"chr2.106886112"	"chr2"	106886112	106886112	1	"*"	202	11.2222222222222	"chr2.1233"
"chr2.106886117"	"chr2"	106886117	106886117	1	"*"	209	11.6111111111111	"chr2.1233"
"chr2.106886122"	"chr2"	106886122	106886122	1	"*"	241	13.3888888888889	"chr2.1233"
"chr2.106886126"	"chr2"	106886126	106886126	1	"*"	255	13.4210526315789	"chr2.1233"
"chr2.106886127"	"chr2"	106886127	106886127	1	"*"	113	8.07142857142857	"chr2.1233"
"chr2.106886132"	"chr2"	106886132	106886132	1	"*"	282	14.8421052631579	"chr2.1233"
"chr2.106886133"	"chr2"	106886133	106886133	1	"*"	116	8.28571428571429	"chr2.1233"
"chr2.106886141"	"chr2"	106886141	106886141	1	"*"	311	16.3684210526316	"chr2.1233"
"chr2.106886142"	"chr2"	106886142	106886142	1	"*"	125	7.8125	"chr2.1233"
"chr2.106886159"	"chr2"	106886159	106886159	1	"*"	338	17.7894736842105	"chr2.1233"
"chr2.106886160"	"chr2"	106886160	106886160	1	"*"	141	9.4	"chr2.1233"
"chr2.106886161"	"chr2"	106886161	106886161	1	"*"	336	17.6842105263158	"chr2.1233"
"chr2.106886162"	"chr2"	106886162	106886162	1	"*"	137	9.78571428571429	"chr2.1233"
"chr2.106886179"	"chr2"	106886179	106886179	1	"*"	354	18.6315789473684	"chr2.1233"
"chr2.106886180"	"chr2"	106886180	106886180	1	"*"	152	9.5	"chr2.1233"
"chr2.106886183"	"chr2"	106886183	106886183	1	"*"	353	18.5789473684211	"chr2.1233"
"chr2.106886184"	"chr2"	106886184	106886184	1	"*"	161	9.47058823529412	"chr2.1233"
"chr2.106886202"	"chr2"	106886202	106886202	1	"*"	320	16.8421052631579	"chr2.1233"
"chr2.106886203"	"chr2"	106886203	106886203	1	"*"	204	10.7368421052632	"chr2.1233"
"chr2.106886209"	"chr2"	106886209	106886209	1	"*"	308	16.2105263157895	"chr2.1233"
"chr2.106886210"	"chr2"	106886210	106886210	1	"*"	218	11.4736842105263	"chr2.1233"
"chr2.106886213"	"chr2"	106886213	106886213	1	"*"	298	15.6842105263158	"chr2.1233"
"chr2.106886214"	"chr2"	106886214	106886214	1	"*"	224	11.7894736842105	"chr2.1233"
"chr2.106886219"	"chr2"	106886219	106886219	1	"*"	290	15.2631578947368	"chr2.1233"
"chr2.106886220"	"chr2"	106886220	106886220	1	"*"	219	11.5263157894737	"chr2.1233"
"chr2.106886221"	"chr2"	106886221	106886221	1	"*"	288	15.1578947368421	"chr2.1233"
"chr2.106886222"	"chr2"	106886222	106886222	1	"*"	219	11.5263157894737	"chr2.1233"
"chr2.106886223"	"chr2"	106886223	106886223	1	"*"	287	15.1052631578947	"chr2.1233"
"chr2.106886224"	"chr2"	106886224	106886224	1	"*"	221	11.6315789473684	"chr2.1233"
"chr2.106886228"	"chr2"	106886228	106886228	1	"*"	267	14.0526315789474	"chr2.1233"
"chr2.106886229"	"chr2"	106886229	106886229	1	"*"	218	11.4736842105263	"chr2.1233"
"chr2.106886230"	"chr2"	106886230	106886230	1	"*"	270	14.2105263157895	"chr2.1233"
"chr2.106886231"	"chr2"	106886231	106886231	1	"*"	217	11.4210526315789	"chr2.1233"
"chr2.106886244"	"chr2"	106886244	106886244	1	"*"	254	13.3684210526316	"chr2.1233"
"chr2.106886245"	"chr2"	106886245	106886245	1	"*"	212	11.1578947368421	"chr2.1233"
"chr2.106886250"	"chr2"	106886250	106886250	1	"*"	253	13.3157894736842	"chr2.1233"
"chr2.106886251"	"chr2"	106886251	106886251	1	"*"	210	11.0526315789474	"chr2.1233"
"chr2.106886254"	"chr2"	106886254	106886254	1	"*"	253	13.3157894736842	"chr2.1233"
"chr2.106886255"	"chr2"	106886255	106886255	1	"*"	213	11.2105263157895	"chr2.1233"
"chr2.106886275"	"chr2"	106886275	106886275	1	"*"	208	10.9473684210526	"chr2.1233"
"chr2.106886276"	"chr2"	106886276	106886276	1	"*"	170	9.44444444444444	"chr2.1233"
"chr2.106886284"	"chr2"	106886284	106886284	1	"*"	196	10.8888888888889	"chr2.1233"
"chr2.106886285"	"chr2"	106886285	106886285	1	"*"	145	9.0625	"chr2.1233"
"chr2.106886291"	"chr2"	106886291	106886291	1	"*"	170	10.625	"chr2.1233"
"chr2.106886292"	"chr2"	106886292	106886292	1	"*"	150	10	"chr2.1233"
"chr2.106886294"	"chr2"	106886294	106886294	1	"*"	163	10.1875	"chr2.1233"
"chr2.106886295"	"chr2"	106886295	106886295	1	"*"	141	10.0714285714286	"chr2.1233"
"chr2.106886296"	"chr2"	106886296	106886296	1	"*"	164	9.64705882352941	"chr2.1233"
"chr2.106886297"	"chr2"	106886297	106886297	1	"*"	139	9.92857142857143	"chr2.1233"
"chr2.106886319"	"chr2"	106886319	106886319	1	"*"	133	8.3125	"chr2.1233"
"chr2.106886320"	"chr2"	106886320	106886320	1	"*"	127	8.46666666666667	"chr2.1233"
"chr2.106886325"	"chr2"	106886325	106886325	1	"*"	119	7.4375	"chr2.1233"
"chr2.106886327"	"chr2"	106886327	106886327	1	"*"	110	7.33333333333333	"chr2.1233"
"chr2.106886330"	"chr2"	106886330	106886330	1	"*"	107	7.64285714285714	"chr2.1233"
"chr2.106887024"	"chr2"	106887024	106887024	1	"*"	98	7	"chr2.1234"
"chr2.106887031"	"chr2"	106887031	106887031	1	"*"	109	7.26666666666667	"chr2.1234"
"chr2.106887035"	"chr2"	106887035	106887035	1	"*"	108	7.71428571428571	"chr2.1234"
"chr2.106887038"	"chr2"	106887038	106887038	1	"*"	111	7.92857142857143	"chr2.1234"
"chr2.106887057"	"chr2"	106887057	106887057	1	"*"	134	8.93333333333333	"chr2.1234"
"chr2.106887072"	"chr2"	106887072	106887072	1	"*"	144	9	"chr2.1234"
"chr2.106887089"	"chr2"	106887089	106887089	1	"*"	141	8.29411764705882	"chr2.1234"
"chr2.106887091"	"chr2"	106887091	106887091	1	"*"	119	8.5	"chr2.1234"
"chr2.106887092"	"chr2"	106887092	106887092	1	"*"	139	8.6875	"chr2.1234"
"chr2.106887100"	"chr2"	106887100	106887100	1	"*"	119	8.5	"chr2.1234"
"chr2.106887101"	"chr2"	106887101	106887101	1	"*"	134	8.375	"chr2.1234"
"chr2.106887104"	"chr2"	106887104	106887104	1	"*"	134	8.375	"chr2.1234"
"chr2.106887217"	"chr2"	106887217	106887217	1	"*"	161	9.47058823529412	"chr2.1234"
"chr2.106887231"	"chr2"	106887231	106887231	1	"*"	178	9.88888888888889	"chr2.1234"
"chr2.106887236"	"chr2"	106887236	106887236	1	"*"	182	10.7058823529412	"chr2.1234"
"chr2.106887257"	"chr2"	106887257	106887257	1	"*"	127	8.46666666666667	"chr2.1234"
"chr2.106887258"	"chr2"	106887258	106887258	1	"*"	236	12.4210526315789	"chr2.1234"
"chr2.106887273"	"chr2"	106887273	106887273	1	"*"	233	12.2631578947368	"chr2.1234"
"chr2.106887280"	"chr2"	106887280	106887280	1	"*"	147	9.8	"chr2.1234"
"chr2.106887281"	"chr2"	106887281	106887281	1	"*"	231	12.1578947368421	"chr2.1234"
"chr2.106887291"	"chr2"	106887291	106887291	1	"*"	172	10.1176470588235	"chr2.1234"
"chr2.106887292"	"chr2"	106887292	106887292	1	"*"	226	12.5555555555556	"chr2.1234"
"chr2.106887333"	"chr2"	106887333	106887333	1	"*"	247	13	"chr2.1234"
"chr2.106887334"	"chr2"	106887334	106887334	1	"*"	211	11.7222222222222	"chr2.1234"
"chr2.106887363"	"chr2"	106887363	106887363	1	"*"	233	12.2631578947368	"chr2.1234"
"chr2.106887364"	"chr2"	106887364	106887364	1	"*"	173	9.61111111111111	"chr2.1234"
"chr2.106887372"	"chr2"	106887372	106887372	1	"*"	230	12.1052631578947	"chr2.1234"
"chr2.106887373"	"chr2"	106887373	106887373	1	"*"	150	8.82352941176471	"chr2.1234"
"chr2.106887378"	"chr2"	106887378	106887378	1	"*"	227	11.9473684210526	"chr2.1234"
"chr2.106887379"	"chr2"	106887379	106887379	1	"*"	130	8.66666666666667	"chr2.1234"
"chr2.107392338"	"chr2"	107392338	107392338	1	"*"	142	7.88888888888889	"chr2.1235"
"chr2.107392348"	"chr2"	107392348	107392348	1	"*"	162	9.52941176470588	"chr2.1235"
"chr2.107392349"	"chr2"	107392349	107392349	1	"*"	149	9.3125	"chr2.1235"
"chr2.107392370"	"chr2"	107392370	107392370	1	"*"	187	11	"chr2.1235"
"chr2.107392371"	"chr2"	107392371	107392371	1	"*"	176	10.3529411764706	"chr2.1235"
"chr2.107392383"	"chr2"	107392383	107392383	1	"*"	225	12.5	"chr2.1235"
"chr2.107392384"	"chr2"	107392384	107392384	1	"*"	172	10.1176470588235	"chr2.1235"
"chr2.107392392"	"chr2"	107392392	107392392	1	"*"	253	13.3157894736842	"chr2.1235"
"chr2.107392393"	"chr2"	107392393	107392393	1	"*"	180	10	"chr2.1235"
"chr2.107392422"	"chr2"	107392422	107392422	1	"*"	297	15.6315789473684	"chr2.1235"
"chr2.107392423"	"chr2"	107392423	107392423	1	"*"	218	12.1111111111111	"chr2.1235"
"chr2.107392434"	"chr2"	107392434	107392434	1	"*"	296	15.5789473684211	"chr2.1235"
"chr2.107392435"	"chr2"	107392435	107392435	1	"*"	219	12.1666666666667	"chr2.1235"
